img_path,table_mask,original_height,original_width,hasTable,table_count,table_bboxes
./resized_binary/reference/Reference-Document-0026_00(0).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0026_00(0).png,1024,1024,1,1,"[[256, 64, 454, 217], [570, 61, 808, 138], [171, 595, 399, 648], [539, 597, 752, 623], [762, 735, 985, 1015]]"
./resized_binary/reference/Reference-Document-0027_00(0).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0027_00(0).png,1024,1024,1,1,"[[97, 63, 915, 145], [94, 260, 915, 804], [94, 143, 912, 262]]"
./resized_binary/reference/Reference-Document-0027_00(1).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0027_00(1).png,1024,1024,1,1,"[[93, 140, 916, 815], [96, 68, 912, 144]]"
./resized_binary/reference/Reference-Document-0028_00(0).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0028_00(0).png,1024,1024,1,1,"[[71, 156, 951, 214], [627, 764, 744, 795], [751, 693, 967, 965]]"
./resized_binary/reference/Reference-Document-0028_00(1).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0028_00(1).png,1024,1024,1,1,"[[748, 66, 966, 469], [751, 694, 967, 961]]"
./resized_binary/reference/Reference-Document-0028_00(2).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0028_00(2).png,1024,1024,1,1,"[[749, 62, 966, 463], [752, 557, 896, 620], [749, 696, 968, 962]]"
./resized_binary/reference/Reference-Document-0029_00(0).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0029_00(0).png,1024,1024,1,1,"[[826, 372, 983, 469], [825, 747, 981, 861], [828, 946, 981, 1000]]"
./resized_binary/reference/Reference-Document-0029_00(1).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0029_00(1).png,1024,1024,1,1,"[[821, 374, 975, 476], [821, 742, 976, 860], [822, 942, 978, 1000]]"
./resized_binary/reference/Reference-Document-0030_00(0).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0030_00(0).png,1024,1024,1,1,"[[79, 612, 956, 876], [68, 36, 940, 198]]"
./resized_binary/reference/Reference-Document-0030_00(1).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0030_00(1).png,1024,1024,1,1,"[[748, 68, 1014, 387], [689, 7, 1015, 78], [824, 531, 1016, 605], [825, 752, 1015, 1020]]"
./resized_binary/reference/Reference-Document-0030_00(2).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0030_00(2).png,1024,1024,1,1,"[[691, 4, 1015, 81], [828, 535, 1014, 605], [826, 752, 1018, 1023]]"
./resized_binary/reference/Reference-Document-0030_00(3).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0030_00(3).png,1024,1024,1,1,"[[692, 7, 1016, 80], [825, 534, 1014, 600], [824, 750, 1016, 1026]]"
./resized_binary/reference/Reference-Document-0031_00(0).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0031_00(0).png,1024,1024,1,1,"[[82, 617, 953, 836], [73, 38, 943, 196]]"
./resized_binary/reference/Reference-Document-0031_00(1).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0031_00(1).png,1024,1024,1,1,"[[680, 5, 1015, 81], [756, 75, 1014, 473], [825, 570, 1015, 641], [825, 788, 1014, 1022]]"
./resized_binary/reference/Reference-Document-0031_00(2).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0031_00(2).png,1024,1024,1,1,"[[679, 4, 1014, 86], [822, 568, 1019, 646], [824, 786, 1015, 1023]]"
./resized_binary/reference/Reference-Document-0031_00(3).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0031_00(3).png,1024,1024,1,1,"[[681, 3, 1014, 84], [822, 571, 1014, 648], [824, 786, 1015, 1019]]"
./resized_binary/reference/Reference-Document-0032_00(0).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0032_00(0).png,1024,1024,1,1,"[[76, 615, 944, 835], [73, 39, 947, 196]]"
./resized_binary/reference/Reference-Document-0032_00(1).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0032_00(1).png,1024,1024,1,1,"[[682, 6, 1017, 76], [745, 64, 1018, 306], [825, 572, 1015, 643], [826, 788, 1015, 1022]]"
./resized_binary/reference/Reference-Document-0032_00(2).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0032_00(2).png,1024,1024,1,1,"[[682, 6, 1018, 85], [824, 574, 1015, 645], [825, 787, 1014, 1017]]"
./resized_binary/reference/Reference-Document-0032_00(3).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0032_00(3).png,1024,1024,1,1,"[[680, 8, 1014, 78], [827, 571, 1017, 646], [824, 789, 1015, 1018]]"
./resized_binary/reference/Reference-Document-0033_00(0).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0033_00(0).png,1024,1024,1,1,"[[110, 556, 923, 876], [113, 49, 925, 172]]"
./resized_binary/reference/Reference-Document-0033_00(1).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0033_00(1).png,1024,1024,1,1,"[[43, 114, 977, 553], [696, 68, 891, 137]]"
./resized_binary/reference/Reference-Document-0034_00(0).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0034_00(0).png,1024,1024,1,1,"[[16, 16, 712, 158], [846, 355, 1011, 459], [846, 767, 1009, 930], [597, 914, 780, 968], [16, 787, 389, 1016], [847, 966, 1009, 1018]]"
./resized_binary/reference/Reference-Document-0034_00(1).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0034_00(1).png,1024,1024,1,1,"[[849, 963, 1012, 1022], [849, 767, 1009, 928], [849, 358, 1007, 458], [49, 749, 327, 966]]"
./resized_binary/reference/Reference-Document-0034_00(2).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0034_00(2).png,1024,1024,1,1,"[[849, 358, 1009, 459], [848, 766, 1008, 932], [850, 966, 1009, 1015]]"
./resized_binary/reference/Reference-Document-0035_00(0).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(0).png,1024,1024,1,1,"[[45, 882, 419, 995], [854, 362, 1006, 461], [852, 674, 1007, 789], [854, 956, 1007, 993], [560, 880, 859, 996]]"
./resized_binary/reference/Reference-Document-0035_00(1).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(1).png,1024,1024,1,1,"[[378, 45, 852, 332], [470, 334, 850, 441], [470, 442, 853, 516], [780, 520, 850, 580], [852, 361, 1009, 460], [850, 672, 1006, 785], [44, 880, 419, 996], [558, 884, 858, 995], [853, 956, 1007, 995]]"
./resized_binary/reference/Reference-Document-0035_00(10).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(10).png,1024,1024,1,1,"[[369, 44, 851, 318], [367, 321, 851, 448], [487, 452, 851, 544], [853, 358, 1006, 458], [781, 552, 850, 646], [44, 881, 419, 996], [560, 880, 856, 996], [852, 673, 1006, 785], [850, 954, 1008, 996]]"
./resized_binary/reference/Reference-Document-0035_00(11).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(11).png,1024,1024,1,1,"[[378, 42, 850, 249], [443, 252, 850, 344], [486, 344, 851, 404], [779, 410, 852, 518], [853, 362, 1008, 461], [851, 673, 1006, 784], [44, 882, 418, 993], [556, 881, 857, 999], [853, 957, 1008, 995]]"
./resized_binary/reference/Reference-Document-0035_00(12).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(12).png,1024,1024,1,1,"[[377, 44, 853, 269], [459, 270, 850, 360], [487, 363, 850, 438], [777, 441, 851, 504], [851, 362, 1006, 461], [850, 672, 1006, 786], [853, 954, 1006, 996], [558, 880, 858, 995], [46, 881, 419, 999]]"
./resized_binary/reference/Reference-Document-0035_00(13).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(13).png,1024,1024,1,1,"[[376, 43, 850, 268], [468, 268, 852, 355], [464, 356, 850, 434], [780, 432, 850, 527], [851, 362, 1008, 456], [850, 673, 1006, 788], [44, 880, 419, 996], [558, 880, 857, 998], [854, 957, 1006, 996]]"
./resized_binary/reference/Reference-Document-0035_00(14).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(14).png,1024,1024,1,1,"[[377, 43, 852, 264], [471, 270, 852, 360], [471, 362, 850, 433], [779, 436, 850, 497], [854, 363, 1006, 459], [850, 673, 1009, 784], [47, 879, 419, 998], [557, 880, 859, 999], [853, 953, 1006, 999]]"
./resized_binary/reference/Reference-Document-0035_00(15).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(15).png,1024,1024,1,1,"[[377, 44, 851, 249], [485, 251, 851, 326], [487, 329, 852, 386], [780, 389, 851, 775], [850, 360, 1007, 462], [851, 671, 1008, 786], [854, 950, 1007, 996], [45, 876, 420, 996], [558, 882, 859, 1001]]"
./resized_binary/reference/Reference-Document-0035_00(16).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(16).png,1024,1024,1,1,"[[378, 42, 852, 267], [486, 269, 853, 344], [484, 342, 850, 419], [781, 420, 852, 513], [852, 362, 1008, 458], [853, 671, 1007, 785], [851, 957, 1006, 996], [558, 882, 859, 996], [44, 882, 419, 998]]"
./resized_binary/reference/Reference-Document-0035_00(17).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(17).png,1024,1024,1,1,"[[44, 883, 418, 996], [558, 881, 859, 996], [852, 954, 1007, 996], [852, 673, 1009, 789], [853, 360, 1008, 459], [374, 43, 851, 264], [488, 267, 852, 341], [487, 342, 850, 420], [779, 420, 850, 531]]"
./resized_binary/reference/Reference-Document-0035_00(18).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(18).png,1024,1024,1,1,"[[376, 40, 852, 267], [486, 269, 851, 344], [485, 344, 851, 405], [781, 405, 850, 502], [851, 359, 1008, 460], [851, 669, 1006, 786], [852, 954, 1011, 998], [557, 880, 858, 996], [45, 877, 419, 1000]]"
./resized_binary/reference/Reference-Document-0035_00(19).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(19).png,1024,1024,1,1,"[[376, 41, 852, 251], [441, 251, 852, 344], [485, 344, 850, 405], [779, 405, 851, 533], [850, 361, 1012, 460], [853, 671, 1008, 786], [46, 879, 417, 1000], [561, 883, 857, 993], [854, 956, 1007, 996]]"
./resized_binary/reference/Reference-Document-0035_00(2).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(2).png,1024,1024,1,1,"[[377, 44, 854, 336], [469, 336, 851, 461], [472, 459, 852, 533], [780, 531, 852, 595], [850, 360, 1009, 458], [852, 673, 1008, 789], [853, 951, 1008, 998], [557, 877, 860, 993], [44, 878, 418, 999]]"
./resized_binary/reference/Reference-Document-0035_00(20).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(20).png,1024,1024,1,1,"[[374, 37, 853, 269], [457, 268, 854, 359], [485, 360, 850, 435], [780, 436, 850, 594], [851, 362, 1008, 459], [850, 670, 1011, 784], [854, 958, 1008, 996], [559, 881, 859, 999], [44, 878, 418, 996]]"
./resized_binary/reference/Reference-Document-0035_00(21).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(21).png,1024,1024,1,1,"[[44, 876, 419, 996], [557, 883, 859, 998], [850, 956, 1009, 995], [850, 670, 1010, 784], [851, 362, 1009, 461], [780, 434, 852, 531], [467, 354, 850, 435], [468, 267, 852, 355], [374, 43, 851, 263]]"
./resized_binary/reference/Reference-Document-0035_00(22).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(22).png,1024,1024,1,1,"[[375, 45, 851, 267], [498, 266, 852, 359], [499, 361, 850, 437], [781, 437, 850, 532], [853, 362, 1006, 456], [852, 675, 1009, 785], [853, 957, 1007, 996], [559, 881, 858, 993], [43, 881, 419, 996]]"
./resized_binary/reference/Reference-Document-0035_00(23).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(23).png,1024,1024,1,1,"[[377, 42, 852, 233], [486, 233, 852, 309], [486, 309, 852, 385], [780, 385, 851, 567], [852, 358, 1006, 462], [849, 670, 1009, 783], [850, 955, 1007, 996], [559, 881, 859, 996], [46, 880, 418, 998]]"
./resized_binary/reference/Reference-Document-0035_00(24).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(24).png,1024,1024,1,1,"[[44, 874, 417, 996], [559, 881, 859, 996], [852, 954, 1007, 996], [852, 670, 1007, 788], [850, 362, 1005, 463], [780, 422, 852, 531], [486, 344, 851, 422], [483, 252, 854, 345], [377, 44, 850, 254]]"
./resized_binary/reference/Reference-Document-0035_00(25).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(25).png,1024,1024,1,1,"[[375, 40, 851, 254], [484, 253, 850, 344], [485, 341, 852, 420], [781, 420, 851, 516], [852, 359, 1008, 462], [852, 670, 1006, 788], [853, 955, 1007, 993], [557, 882, 858, 996], [45, 876, 418, 998]]"
./resized_binary/reference/Reference-Document-0035_00(26).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(26).png,1024,1024,1,1,"[[44, 879, 419, 996], [557, 880, 859, 992], [853, 957, 1008, 995], [849, 671, 1006, 786], [853, 360, 1007, 460], [778, 422, 851, 632], [486, 346, 853, 421], [484, 251, 851, 343], [372, 41, 853, 252]]"
./resized_binary/reference/Reference-Document-0035_00(27).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(27).png,1024,1024,1,1,"[[376, 41, 853, 249], [485, 249, 851, 342], [487, 342, 850, 422], [781, 424, 850, 747], [853, 363, 1006, 460], [852, 669, 1010, 788], [853, 953, 1008, 1000], [558, 881, 859, 996], [46, 880, 422, 998]]"
./resized_binary/reference/Reference-Document-0035_00(28).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(28).png,1024,1024,1,1,"[[44, 879, 419, 998], [557, 881, 859, 996], [852, 954, 1008, 996], [852, 670, 1008, 786], [853, 360, 1009, 460], [782, 404, 850, 500], [486, 324, 851, 404], [484, 250, 851, 325], [375, 45, 853, 251]]"
./resized_binary/reference/Reference-Document-0035_00(29).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(29).png,1024,1024,1,1,"[[378, 44, 851, 267], [486, 265, 852, 358], [486, 361, 853, 435], [777, 433, 851, 517], [852, 359, 1009, 458], [852, 672, 1007, 786], [854, 957, 1006, 996], [560, 877, 862, 996], [46, 879, 419, 996]]"
./resized_binary/reference/Reference-Document-0035_00(3).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(3).png,1024,1024,1,1,"[[375, 40, 852, 336], [469, 333, 851, 459], [470, 460, 851, 535], [781, 537, 850, 597], [851, 358, 1008, 460], [850, 673, 1007, 784], [854, 957, 1008, 993], [560, 880, 858, 999], [45, 882, 421, 996]]"
./resized_binary/reference/Reference-Document-0035_00(4).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(4).png,1024,1024,1,1,"[[369, 43, 851, 283], [447, 287, 851, 357], [489, 360, 850, 453], [781, 453, 852, 496], [853, 360, 1006, 458], [847, 672, 1006, 788], [851, 958, 1011, 996], [558, 881, 859, 1003], [47, 881, 419, 995]]"
./resized_binary/reference/Reference-Document-0035_00(5).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(5).png,1024,1024,1,1,"[[369, 42, 850, 301], [398, 301, 851, 424], [488, 424, 851, 516], [780, 517, 850, 578], [852, 361, 1010, 461], [852, 675, 1006, 786], [851, 955, 1008, 996], [558, 877, 859, 998], [41, 878, 419, 996]]"
./resized_binary/reference/Reference-Document-0035_00(6).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(6).png,1024,1024,1,1,"[[370, 47, 851, 282], [370, 285, 852, 358], [487, 362, 850, 435], [780, 438, 851, 479], [853, 362, 1008, 459], [852, 674, 1006, 783], [853, 957, 1009, 996], [559, 879, 860, 999], [45, 883, 418, 996]]"
./resized_binary/reference/Reference-Document-0035_00(7).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(7).png,1024,1024,1,1,"[[366, 44, 852, 303], [366, 309, 853, 416], [488, 422, 850, 515], [779, 521, 850, 569], [852, 360, 1009, 456], [850, 672, 1008, 788], [853, 956, 1008, 995], [557, 876, 859, 998], [44, 879, 419, 1000]]"
./resized_binary/reference/Reference-Document-0035_00(8).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(8).png,1024,1024,1,1,"[[370, 45, 854, 284], [444, 280, 853, 376], [486, 373, 850, 453], [777, 455, 851, 726], [850, 362, 1014, 461], [851, 671, 1012, 784], [854, 955, 1008, 996], [557, 877, 859, 998], [44, 882, 421, 996]]"
./resized_binary/reference/Reference-Document-0035_00(9).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0035_00(9).png,1024,1024,1,1,"[[369, 44, 852, 302], [447, 301, 851, 393], [489, 396, 853, 488], [781, 491, 852, 605], [854, 361, 1007, 460], [852, 674, 1006, 788], [853, 951, 1010, 999], [557, 882, 860, 995], [44, 879, 420, 999]]"
./resized_binary/reference/Reference-Document-0036_00(0).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0036_00(0).png,1024,1024,1,1,"[[852, 357, 1008, 460], [852, 670, 1008, 789], [851, 952, 1006, 995], [557, 879, 859, 996], [44, 879, 419, 998]]"
./resized_binary/reference/Reference-Document-0036_00(1).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0036_00(1).png,1024,1024,1,1,"[[45, 881, 421, 996], [554, 878, 863, 1003], [852, 954, 1009, 996], [853, 670, 1006, 784], [850, 360, 1009, 459], [410, 768, 484, 863], [486, 590, 851, 688], [433, 398, 852, 591], [369, 40, 850, 399]]"
./resized_binary/reference/Reference-Document-0037_00(0).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(0).png,1024,1024,1,1,"[[43, 876, 419, 998], [557, 883, 859, 998], [850, 360, 1008, 461], [853, 668, 1009, 786], [853, 955, 1007, 998]]"
./resized_binary/reference/Reference-Document-0037_00(1).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(1).png,1024,1024,1,1,"[[368, 44, 850, 268], [445, 267, 853, 343], [491, 345, 852, 421], [780, 420, 850, 479], [852, 362, 1006, 460], [851, 669, 1010, 788], [854, 947, 1007, 996], [559, 876, 860, 999], [43, 881, 419, 998]]"
./resized_binary/reference/Reference-Document-0037_00(10).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(10).png,1024,1024,1,1,"[[375, 42, 852, 252], [440, 251, 850, 344], [485, 345, 850, 404], [706, 404, 778, 632], [779, 403, 850, 633], [852, 363, 1007, 458], [852, 670, 1009, 785], [853, 955, 1006, 995], [557, 881, 859, 993], [44, 881, 416, 1001]]"
./resized_binary/reference/Reference-Document-0037_00(11).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(11).png,1024,1024,1,1,"[[45, 878, 418, 998], [558, 881, 859, 996], [852, 953, 1007, 996], [851, 673, 1008, 783], [852, 362, 1008, 460], [777, 436, 852, 562], [486, 358, 851, 433], [460, 267, 850, 359], [376, 40, 852, 267]]"
./resized_binary/reference/Reference-Document-0037_00(12).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(12).png,1024,1024,1,1,"[[377, 44, 854, 269], [457, 267, 853, 362], [487, 362, 851, 435], [780, 438, 851, 595], [854, 362, 1009, 459], [852, 665, 1008, 789], [853, 954, 1012, 996], [558, 885, 858, 995], [44, 879, 419, 996]]"
./resized_binary/reference/Reference-Document-0037_00(13).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(13).png,1024,1024,1,1,"[[42, 878, 418, 998], [556, 881, 859, 996], [853, 957, 1009, 995], [851, 671, 1013, 785], [851, 360, 1009, 459], [780, 434, 850, 482], [486, 362, 854, 438], [456, 270, 852, 360], [377, 44, 853, 268]]"
./resized_binary/reference/Reference-Document-0037_00(14).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(14).png,1024,1024,1,1,"[[375, 39, 852, 249], [488, 251, 853, 329], [487, 326, 850, 385], [490, 387, 562, 659], [563, 385, 636, 664], [636, 383, 707, 665], [708, 385, 778, 664], [780, 385, 851, 664], [853, 360, 1008, 460], [851, 673, 1010, 784], [851, 953, 1006, 996], [559, 874, 859, 998], [38, 882, 417, 996]]"
./resized_binary/reference/Reference-Document-0037_00(15).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(15).png,1024,1024,1,1,"[[375, 41, 852, 267], [489, 268, 852, 342], [489, 344, 851, 421], [780, 420, 852, 579], [850, 358, 1006, 459], [850, 670, 1006, 788], [853, 953, 1010, 996], [560, 877, 857, 996], [44, 882, 418, 998]]"
./resized_binary/reference/Reference-Document-0037_00(16).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(16).png,1024,1024,1,1,"[[373, 39, 850, 264], [487, 262, 852, 341], [487, 345, 850, 417], [779, 418, 850, 610], [851, 360, 1007, 462], [853, 672, 1009, 789], [852, 955, 1006, 999], [559, 879, 859, 995], [44, 879, 419, 996]]"
./resized_binary/reference/Reference-Document-0037_00(17).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(17).png,1024,1024,1,1,"[[375, 39, 852, 268], [487, 267, 850, 342], [486, 343, 850, 404], [780, 404, 851, 500], [854, 360, 1007, 462], [851, 670, 1010, 788], [854, 952, 1008, 996], [557, 878, 859, 999], [45, 879, 424, 996]]"
./resized_binary/reference/Reference-Document-0037_00(18).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(18).png,1024,1024,1,1,"[[377, 43, 851, 267], [484, 269, 851, 342], [487, 345, 852, 420], [781, 421, 850, 497], [853, 365, 1008, 461], [852, 672, 1007, 784], [854, 956, 1006, 995], [560, 883, 859, 996], [44, 882, 419, 995]]"
./resized_binary/reference/Reference-Document-0037_00(19).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(19).png,1024,1024,1,1,"[[376, 41, 853, 252], [487, 252, 850, 347], [486, 344, 850, 421], [637, 423, 707, 760], [708, 422, 778, 761], [780, 419, 851, 765], [854, 361, 1006, 459], [852, 672, 1007, 786], [851, 954, 1007, 995], [561, 882, 858, 996], [44, 879, 418, 1000]]"
./resized_binary/reference/Reference-Document-0037_00(2).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(2).png,1024,1024,1,1,"[[47, 881, 419, 995], [558, 884, 857, 998], [852, 955, 1009, 992], [850, 672, 1010, 784], [855, 361, 1006, 460], [369, 44, 853, 297], [397, 300, 850, 441], [488, 440, 852, 532], [780, 533, 850, 631]]"
./resized_binary/reference/Reference-Document-0037_00(20).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(20).png,1024,1024,1,1,"[[379, 44, 851, 267], [484, 267, 850, 357], [486, 359, 850, 438], [778, 437, 849, 497], [851, 360, 1006, 459], [853, 673, 1006, 785], [854, 954, 1006, 996], [559, 882, 857, 993], [44, 879, 418, 995]]"
./resized_binary/reference/Reference-Document-0037_00(21).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(21).png,1024,1024,1,1,"[[378, 41, 852, 265], [488, 269, 850, 358], [486, 360, 852, 438], [634, 438, 706, 778], [708, 439, 777, 778], [780, 437, 850, 777], [852, 363, 1007, 458], [852, 675, 1009, 785], [853, 957, 1010, 992], [45, 881, 420, 999], [561, 881, 860, 995]]"
./resized_binary/reference/Reference-Document-0037_00(22).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(22).png,1024,1024,1,1,"[[376, 44, 852, 233], [486, 233, 853, 313], [485, 309, 851, 387], [778, 387, 851, 649], [853, 362, 1008, 458], [852, 669, 1009, 781], [854, 955, 1008, 996], [559, 881, 859, 998], [46, 880, 419, 998]]"
./resized_binary/reference/Reference-Document-0037_00(23).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(23).png,1024,1024,1,1,"[[377, 44, 853, 235], [487, 233, 853, 310], [484, 311, 851, 385], [563, 389, 634, 678], [636, 388, 706, 678], [709, 388, 778, 677], [781, 386, 850, 677], [852, 361, 1008, 460], [852, 671, 1006, 784], [852, 954, 1007, 996], [561, 881, 857, 998], [47, 882, 419, 995]]"
./resized_binary/reference/Reference-Document-0037_00(24).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(24).png,1024,1024,1,1,"[[42, 880, 419, 998], [559, 876, 859, 998], [853, 957, 1006, 998], [849, 670, 1006, 786], [853, 362, 1007, 455], [779, 422, 851, 482], [487, 346, 850, 421], [485, 253, 850, 345], [374, 47, 851, 252]]"
./resized_binary/reference/Reference-Document-0037_00(25).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(25).png,1024,1024,1,1,"[[44, 881, 425, 1001], [558, 879, 860, 996], [853, 956, 1006, 996], [781, 518, 851, 698], [470, 443, 851, 517], [471, 332, 852, 442], [374, 44, 850, 332], [852, 363, 1006, 459], [852, 671, 1009, 788]]"
./resized_binary/reference/Reference-Document-0037_00(26).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(26).png,1024,1024,1,1,"[[45, 879, 419, 1000], [560, 881, 860, 998], [852, 954, 1008, 995], [851, 673, 1011, 786], [853, 362, 1008, 459], [778, 518, 850, 778], [470, 442, 852, 516], [469, 331, 851, 442], [374, 47, 852, 335]]"
./resized_binary/reference/Reference-Document-0037_00(27).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(27).png,1024,1024,1,1,"[[376, 42, 852, 335], [469, 332, 850, 458], [471, 456, 850, 535], [780, 535, 851, 577], [852, 358, 1006, 456], [853, 673, 1006, 785], [854, 954, 1008, 996], [560, 882, 859, 996], [45, 881, 418, 995]]"
./resized_binary/reference/Reference-Document-0037_00(28).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(28).png,1024,1024,1,1,"[[45, 883, 418, 995], [557, 881, 859, 996], [375, 41, 851, 334], [469, 335, 850, 456], [469, 457, 850, 533], [781, 533, 851, 694], [853, 361, 1009, 459], [852, 673, 1006, 784], [854, 955, 1007, 996]]"
./resized_binary/reference/Reference-Document-0037_00(29).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(29).png,1024,1024,1,1,"[[377, 44, 852, 332], [469, 333, 852, 458], [469, 455, 851, 531], [781, 536, 851, 597], [854, 361, 1007, 460], [854, 673, 1006, 784], [852, 956, 1011, 996], [557, 882, 859, 996], [44, 879, 418, 996]]"
./resized_binary/reference/Reference-Document-0037_00(3).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(3).png,1024,1024,1,1,"[[367, 44, 851, 284], [45, 882, 419, 998], [558, 879, 859, 1000], [854, 955, 1007, 996], [850, 672, 1008, 788], [853, 361, 1008, 456], [778, 453, 854, 677], [485, 378, 851, 451], [445, 285, 850, 376]]"
./resized_binary/reference/Reference-Document-0037_00(30).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(30).png,1024,1024,1,1,"[[377, 46, 850, 330], [469, 334, 850, 462], [852, 359, 1010, 459], [850, 671, 1009, 789], [852, 957, 1009, 993], [560, 882, 859, 998], [45, 879, 418, 1001], [469, 454, 851, 536], [779, 533, 851, 597]]"
./resized_binary/reference/Reference-Document-0037_00(4).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(4).png,1024,1024,1,1,"[[368, 44, 852, 300], [446, 300, 852, 392], [487, 392, 850, 489], [780, 485, 855, 718], [852, 361, 1008, 461], [850, 672, 1011, 791], [854, 952, 1009, 999], [558, 879, 859, 999], [46, 881, 422, 1005]]"
./resized_binary/reference/Reference-Document-0037_00(5).png,data/reference_masked/binary/masks_reference/table/Reference-Document-0037_00(5).png,1024,1024,1,1,"[[44, 881, 416, 996], [559, 882, 858, 995], [854, 954, 1011, 995], [853, 674, 1008, 788], [852, 359, 1006, 458], [780, 566, 853, 738], [483, 473, 852, 565], [396, 316, 851, 475], [367, 44, 855, 318]]"
